01/02/2020,2020-02-21f,TX03,21078,C_000001,serie,numero,BBB1,8577,,,8,GLP,7.58,1.12,1.32,8.47,1.53,10,,,,,,CLIENTE GENERICO,GLL
3-04-0--20,2020-03-04,1,13,99,BB03,48291,BB03,48291,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48292,BB03,48292,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48294,BB03,48294,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48295,BB03,48295,0,,8,GLP,21.22,1.1186440678,1.32,23.7372881356,4.2727118644,28.01,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48296,BB03,48296,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48297,BB03,48297,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48298,BB03,48298,0,,8,GLP,24.27,1.1186440678,1.32,27.1440677966,4.8859322034,32.03,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48299,BB03,48299,0,,8,GLP,5.3,1.1186440678,1.32,5.9322033898,1.0677966102,7,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48300,BB03,48300,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48301,BB03,48301,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48302,BB03,48302,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48303,BB03,48303,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48305,BB03,48305,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48306,BB03,48306,0,,8,GLP,14.61,1.1186440678,1.32,16.3474576271,2.9425423729,19.29,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,48307,BB03,48307,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48309,BB03,48309,0,,8,GLP,24.23,1.1186440678,1.32,27.1101694915,4.8798305085,31.99,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48311,BB03,48311,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48313,BB03,48313,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48314,BB03,48314,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48317,BB03,48317,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48318,BB03,48318,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48319,BB03,48319,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48320,BB03,48320,0,,8,GLP,30.3,1.1186440678,1.32,33.8983050847,6.1016949153,40,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48321,BB03,48321,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48322,BB03,48322,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48323,BB03,48323,0,,3,GAS 95,0.775,10.9322033898,12.9,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48324,BB03,48324,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48325,BB03,48325,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48326,BB03,48326,0,,8,GLP,22.17,1.1186440678,1.32,24.8050847458,4.4649152542,29.27,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48328,BB03,48328,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48331,BB03,48331,0,,8,GLP,6.45,1.1186440678,1.32,7.2203389831,1.2996610169,8.52,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48334,BB03,48334,0,,8,GLP,1.55,1.1186440678,1.32,1.7372881356,0.3127118644,2.05,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48335,BB03,48335,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48337,BB03,48337,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48338,BB03,48338,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48339,BB03,48339,0,,2,GAS 90,0.25,10.1610169492,11.99,2.5423728814,0.4576271186,3,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48340,BB03,48340,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48342,BB03,48342,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48343,BB03,48343,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48345,BB03,48345,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48346,BB03,48346,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48349,BB03,48349,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48350,BB03,48350,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48351,BB03,48351,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48352,BB03,48352,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48354,BB03,48354,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48355,BB03,48355,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48357,BB03,48357,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48358,BB03,48358,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48360,BB03,48360,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48362,BB03,48362,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48364,BB03,48364,0,,8,GLP,14.83,1.1186440678,1.32,16.593220339,2.986779661,19.58,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48365,BB03,48365,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48366,BB03,48366,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48367,BB03,48367,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48368,BB03,48368,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48370,BB03,48370,0,,5,DIESEL B5 S50,6.388,10.6186440678,12.53,67.8305084746,12.2094915254,80.04,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48371,BB03,48371,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48373,BB03,48373,0,,8,GLP,20.55,1.1186440678,1.32,22.9915254237,4.1384745763,27.13,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48374,BB03,48374,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48375,BB03,48375,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48376,BB03,48376,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48378,BB03,48378,0,,8,GLP,12.88,1.1186440678,1.32,14.406779661,2.593220339,17,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48380,BB03,48380,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48381,BB03,48381,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48382,BB03,48382,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48383,BB03,48383,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48384,BB03,48384,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48385,BB03,48385,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48386,BB03,48386,0,,8,GLP,45.69,1.1186440678,1.32,51.1101694915,9.1998305085,60.31,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48387,BB03,48387,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48388,BB03,48388,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48391,BB03,48391,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48392,BB03,48392,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48394,BB03,48394,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48395,BB03,48395,0,,8,GLP,13.64,1.1186440678,1.32,15.2542372881,2.7457627119,18,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48397,BB03,48397,0,,8,GLP,20.45,1.1186440678,1.32,22.8728813559,4.1171186441,26.99,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48399,BB03,48399,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48400,BB03,48400,0,,2,GAS 90,4.17,10.1610169492,11.99,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48401,BB03,48401,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,48403,BB03,48403,0,,8,GLP,5.3,1.1186440678,1.32,5.9322033898,1.0677966102,7,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48405,BB03,48405,0,,8,GLP,22.72,1.1186440678,1.32,25.4152542373,4.5747457627,29.99,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48406,BB03,48406,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48408,BB03,48408,0,,8,GLP,4.48,1.1186440678,1.32,5.0169491525,0.9030508475,5.92,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48409,BB03,48409,0,,8,GLP,4.48,1.1186440678,1.32,5.0169491525,0.9030508475,5.92,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48410,BB03,48410,0,,8,GLP,26.69,1.1186440678,1.32,29.8559322034,5.3740677966,35.23,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48411,BB03,48411,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,48413,BB03,48413,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48414,BB03,48414,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48415,BB03,48415,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48416,BB03,48416,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48417,BB03,48417,0,,8,GLP,10.63,1.1186440678,1.32,11.8898305085,2.1401694915,14.03,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48418,BB03,48418,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48419,BB03,48419,0,,8,GLP,15.14,1.1186440678,1.32,16.9322033898,3.0477966102,19.98,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48420,BB03,48420,0,,5,DIESEL B5 S50,500,10.6186440678,12.53,5309.3220338983,955.6779661017,6265,,,,,,,GLL
3-04-0--20,2020-03-04,3,15,99,BB03,48421,BB03,48421,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48422,BB03,48422,0,,8,GLP,11.94,1.1186440678,1.32,13.3559322034,2.4040677966,15.76,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48423,BB03,48423,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48425,BB03,48425,0,,8,GLP,26.64,1.1186440678,1.32,29.7966101695,5.3633898305,35.16,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48426,BB03,48426,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48427,BB03,48427,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48428,BB03,48428,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48429,BB03,48429,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48433,BB03,48433,0,,8,GLP,12.12,1.1186440678,1.32,13.5593220339,2.4406779661,16,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48434,BB03,48434,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48435,BB03,48435,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48436,BB03,48436,0,,8,GLP,23.17,1.1186440678,1.32,25.9152542373,4.6647457627,30.58,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48438,BB03,48438,0,,8,GLP,15.61,1.1186440678,1.32,17.4661016949,3.1438983051,20.61,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48439,BB03,48439,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48440,BB03,48440,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48441,BB03,48441,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48442,BB03,48442,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48444,BB03,48444,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48445,BB03,48445,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48446,BB03,48446,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48447,BB03,48447,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48448,BB03,48448,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48449,BB03,48449,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48450,BB03,48450,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48451,BB03,48451,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48452,BB03,48452,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48453,BB03,48453,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48454,BB03,48454,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48455,BB03,48455,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48456,BB03,48456,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48457,BB03,48457,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48458,BB03,48458,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48459,BB03,48459,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48460,BB03,48460,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-05-0--20,2020-03-05,1,19,99,BB03,48461,BB03,48461,0,,3,GAS 95,0.543,10.9322033898,12.9,5.9322033898,1.0677966102,7,,,,,,,GLL
3-05-0--20,2020-03-05,1,19,99,BB03,48463,BB03,48463,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48464,BB03,48464,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48465,BB03,48465,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48466,BB03,48466,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48467,BB03,48467,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48468,BB03,48468,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48469,BB03,48469,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48470,BB03,48470,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48471,BB03,48471,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48472,BB03,48472,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48473,BB03,48473,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48474,BB03,48474,0,,8,GLP,27.25,1.1186440678,1.32,30.4830508475,5.4869491525,35.97,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48475,BB03,48475,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48476,BB03,48476,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48477,BB03,48477,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48478,BB03,48478,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,1,19,99,BB03,48479,BB03,48479,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48480,BB03,48480,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48481,BB03,48481,0,,8,GLP,11.8,1.1186440678,1.32,13.2033898305,2.3766101695,15.58,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48482,BB03,48482,0,,8,GLP,18.35,1.1186440678,1.32,20.5254237288,3.6945762712,24.22,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48483,BB03,48483,0,,8,GLP,17.57,1.1186440678,1.32,19.6525423729,3.5374576271,23.19,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48484,BB03,48484,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48485,BB03,48485,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48486,BB03,48486,0,,8,GLP,22.72,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48488,BB03,48488,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-05-0--20,2020-03-05,1,19,99,BB03,48489,BB03,48489,0,,8,GLP,3.78,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48490,BB03,48490,0,,8,GLP,7.87,1.1186440678,1.32,8.7966101695,1.5833898305,10.38,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48492,BB03,48492,0,,8,GLP,19.7,1.1186440678,1.32,22.0338983051,3.9661016949,26,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48493,BB03,48493,0,,8,GLP,9.71,1.1186440678,1.32,10.8559322034,1.9540677966,12.81,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48494,BB03,48494,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48495,BB03,48495,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-05-0--20,2020-03-05,1,19,99,BB03,48496,BB03,48496,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
